TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
123,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123,1,00:10,4.53,-1.34,30.79,31.94,2.81,0.21,0.21,0.21,-0.4,331.72
123,1,00:20,4.51,-1.01,30.72,31.88,2.81,0.04,0.04,0.04,-0.4,308.79
123,1,00:30,4.48,-2.96,30.62,31.76,2.81,0.07,0.07,0.07,-0.37,310.58
123,1,00:40,4.17,-8.75,30.49,31.54,2.81,0.02,0.02,0.02,-0.37,256.71
123,1,00:50,3.98,-5.43,30.37,31.35,2.81,0.02,0.02,0.02,-0.37,226.15
123,1,01:00,4.08,-5.98,30.29,31.2,2.81,0.02,0.02,0.02,-0.38,233.74
123,1,01:10,3.81,-6.46,30.17,31.03,2.81,0.02,0.02,0.02,-0.35,194.2
123,1,01:20,3.84,-8.57,30.05,30.82,2.81,0.02,0.02,0.02,-0.36,197.45
123,1,01:30,3.84,-8.53,29.96,30.73,0.87,0.02,0.02,0.02,-0.35,196.22
123,1,01:40,3.65,2.7,29.82,30.66,-9.46,0.02,0.02,0.02,-0.38,204.71
123,1,01:50,3.57,-1.32,29.72,30.54,-9.46,0.02,0.02,0.02,-0.36,211.68
123,1,02:00,4.48,-7.5,29.7,30.49,-9.46,0.02,0.02,0.02,-0.4,277.21
123,1,02:10,4.39,-8.18,29.7,30.49,-9.46,0.03,0.02,0.03,-0.38,299.18
123,1,02:20,3.95,-1.29,29.6,30.49,-9.46,0.02,0.03,0.02,-0.36,259.35
123,1,02:30,3.91,-3.69,29.5,30.41,-9.75,0.04,0.04,0.04,-0.37,227.44
123,1,02:40,4.51,-8.26,29.44,30.4,-22.1,0.25,0.24,0.25,-0.37,286.29
123,1,02:50,4.16,0.51,29.3,30.4,-33.98,0.06,0.05,0.05,-0.41,282.64
123,1,03:00,3.97,4.79,29.2,30.31,-33.99,0.1,0.1,0.1,-0.38,249.29
123,1,03:10,4.44,6.74,29.23,30.28,-30.42,0.32,0.32,0.32,-0.39,283.7
123,1,03:20,4.43,-8.77,29.31,30.26,-23.28,0.09,0.09,0.09,-0.38,293.72
123,1,03:30,3.93,3.8,29.27,30.37,-33.99,0.03,0.03,0.03,-0.37,261.43
123,1,03:40,4.13,3.26,29.2,30.29,-33.99,0.06,0.05,0.05,-0.38,274.37
123,1,03:50,4.61,-0.59,29.2,30.22,-33.99,1.24,1.24,1.24,-0.42,327.32
123,1,04:00,5.58,-6.17,29.2,30.35,-33.99,4.72,4.72,4.72,-0.41,386.69
123,1,04:10,5.86,-1.47,29.25,30.4,-33.99,5.54,5.54,5.54,-0.38,401.94
123,1,04:20,5.98,6.55,29.26,30.44,-33.99,6.92,6.92,6.92,-0.39,368.88
123,1,04:30,5.63,4.43,29.29,30.42,-33.99,6.99,6.99,6.99,-0.4,348.86
123,1,04:40,5.91,5.6,29.29,30.46,-33.99,6.93,6.93,6.93,-0.37,371.09
123,1,04:50,6.11,7.59,29.29,30.47,-33.99,7.3,7.3,7.3,-0.42,367.85
123,1,05:00,5.55,6.12,29.29,30.4,-33.99,5.89,5.89,5.89,-0.41,365.21
123,1,05:10,5.22,4.84,29.35,30.47,-33.99,4.89,4.89,4.89,-0.4,352.9
123,1,05:20,5.08,4.77,29.4,30.49,-33.99,4.23,4.23,4.23,-0.38,354.99
123,1,05:30,5.5,-0.78,29.4,30.49,-33.99,5.25,5.25,5.25,-0.42,366.93
123,1,05:40,5.66,-9.2,29.45,30.49,-34.94,4.12,4.12,4.12,-0.41,411.78
123,1,05:50,5.45,3.05,29.29,30.49,-40.72,4.09,4.09,4.09,-0.38,386.35
123,1,06:00,5.8,-9,29.29,30.49,-33.96,4.68,4.68,4.68,-0.37,423.54
123,1,06:10,5.94,-3.67,29.25,30.49,-45.51,7.02,7.02,7.02,-0.41,389.32
123,1,06:20,7.01,-4.53,29.05,30.39,-53.16,8.74,8.74,8.74,-0.39,408.51
123,1,06:30,8.72,4.29,28.87,30.18,-52.09,12.42,12.42,12.42,-0.4,389.39
123,1,06:40,10.26,-0.79,28.76,29.88,-46.23,14.6,14.6,14.6,-0.41,394.37
123,1,06:50,9.99,-2.91,28.57,29.65,-46.23,14.22,14.22,14.22,-0.39,385.38
123,1,07:00,8.21,-8.22,28.45,29.38,-46.23,12.26,12.26,12.26,-0.4,348.62
123,1,07:10,9.34,-3.13,28.32,29.23,-46.23,14.48,14.48,14.48,-0.37,340.77
123,1,07:20,9.66,-1.19,28.24,29.21,-46.23,12.97,12.97,12.97,-0.38,444.25
123,1,07:30,10.33,-1.17,28.26,29.22,-46.23,13.9,13.9,13.9,-0.41,461.73
123,1,07:40,9.66,-2.46,28.21,29.16,-46.23,11.93,11.93,11.93,-0.42,511.57
123,1,07:50,9.6,-0.92,28.1,29.24,-46.23,11.2,11.2,11.2,-0.43,559.1
123,1,08:10,8.82,-8.32,28,29.42,-46.23,7.44,7.44,7.44,-0.39,803.95
123,1,08:20,8.25,-11,28.12,29.68,-46.2,7.04,7.04,7.04,6.61,742.05
123,1,08:30,9.4,-8.44,28.45,30.06,-46.2,6.32,6.32,6.32,159.1,1005.93
123,1,09:40,9.17,5.31,30.68,31.44,-46.2,7.02,7.02,7.02,42.54,850.21
123,1,09:50,9.67,-4.36,30.93,31.84,-35.19,4.91,4.91,4.91,90.46,1157.64
123,1,10:00,9.72,-4.96,31.31,32.37,-40.25,5.19,5.19,5.19,104.26,1152.58
123,1,10:10,8.19,0.32,31.63,32.92,-41.04,1.26,1.26,1.26,75.28,1065.2
123,1,10:20,8.8,-3.36,31.97,33.53,-43.21,0.55,0.55,0.55,59.82,1218.99
123,1,10:30,8.06,7.24,32.23,33.95,-43.66,0.02,0.02,0.02,4.11,1087.27
123,1,10:40,8.02,-4.54,32.53,34.42,-37.01,0.08,0.08,0.08,-24.13,1111.5
123,1,10:50,8.23,4.52,32.73,34.89,-32.91,0.05,0.05,0.05,-55.66,1111.72
123,1,11:00,8.57,-7.6,33.03,35.2,-24.74,0.04,0.04,0.04,-132.62,1142.95
123,1,11:10,6.95,3.4,33.24,35.5,-16.23,0.07,0.07,0.07,-190,786.17
123,1,11:20,6.98,-3.2,33.45,35.76,-11.85,0.01,0.01,0.01,-281.26,796.11
123,1,11:30,6.52,0.74,33.55,35.98,-3.48,0.02,0.02,0.02,-235.09,702.25
123,1,11:40,5.92,5.4,33.65,35.87,-3.56,0.01,0.01,0.01,-160.44,467.59
123,1,11:50,5.52,1.54,33.69,35.87,8.72,0.01,0.01,0.01,-199.24,549.2
123,1,12:00,5.44,-2.53,33.99,36.03,8.09,0.01,0.01,0.01,-136.42,415
123,1,12:10,5.53,-0.37,34.21,36.08,6.88,0.03,0.03,0.02,-71.74,521.23
123,1,12:20,5.68,-3.79,34.29,36.18,26.82,0.03,0.03,0.03,-49.17,445.76
123,1,12:30,5.34,0.44,34.43,36.24,7.16,0.01,0.01,0.01,-115.35,471.75
