TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
12,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,1,00:10,5.86,-1.51,30.31,39.15,5.9,1.45,1.45,1.45,-0.22,497.1
12,1,00:20,5.83,-2,30.29,39.02,5.9,1.45,1.45,1.45,-0.22,478.56
12,1,00:30,5.82,-3.99,30.22,38.92,5.9,0.97,0.97,0.97,-0.22,474.3
12,1,00:40,5.69,-5.53,30.19,38.88,5.9,0.03,0.03,0.03,-0.27,462.65
12,1,00:50,5.44,-4.57,30.03,38.77,5.9,0.03,0.02,0.02,-0.27,434.11
12,1,01:00,5.7,-5.93,29.93,38.66,5.9,0.03,0.03,0.03,-0.26,477.07
12,1,01:10,5.63,-7.01,29.81,38.55,5.9,0.02,0.02,0.02,-0.23,444.77
12,1,01:20,5.46,-7.9,29.64,38.39,5.9,0.02,0.02,0.02,-0.22,419.03
12,1,01:30,5.5,-9.02,29.58,38.25,5.9,0.02,0.02,0.02,-0.23,410.24
12,1,01:40,5.95,-10.7,29.4,38.17,5.73,0.02,0.02,0.02,-0.24,463.54
12,1,01:50,5.62,-0.89,29.26,38.07,-6.56,0.02,0.02,0.02,-0.24,456.02
12,1,02:00,5.44,-4.91,29.16,37.95,-6.61,0.02,0.02,0.02,-0.23,433.2
12,1,02:10,5.35,-6.22,29.09,37.66,-6.61,0.03,0.03,0.03,-0.23,416.49
12,1,02:20,5.67,0.92,29.09,37.73,-6.61,0.03,0.03,0.02,-0.25,454.4
12,1,02:30,6.11,-0.79,29.09,37.69,-6.61,0.56,0.56,0.56,-0.24,581.87
12,1,02:40,5.94,-4.87,29.06,37.61,-12.98,1.33,1.33,1.33,-0.24,519.6
12,1,02:50,5.68,-1.57,28.91,37.6,-19.12,1.25,1.25,1.25,-0.24,480.31
12,1,03:00,5.78,0.28,28.9,37.51,-19.12,1.34,1.34,1.34,-0.25,490.01
12,1,03:10,5.67,0.71,28.9,37.49,-19.12,1.12,1.12,1.12,-0.26,482.14
12,1,03:20,5.42,-0.36,28.93,37.53,-19.12,1,1,1,-0.24,447.44
12,1,03:30,5.4,-0.48,28.89,37.44,-19.12,0.08,0.08,0.08,-0.22,444.69
12,1,03:40,5.71,-4.62,28.82,37.4,-19.12,1.08,1.08,1.08,-0.26,483.14
12,1,03:50,6.18,-8.58,28.81,37.41,-21.43,1.75,1.75,1.75,-0.24,514.35
12,1,04:00,6.52,-2.19,28.79,37.21,-31.66,5.33,5.33,5.33,-0.24,455.31
12,1,04:10,6.88,0.25,28.81,37.11,-31.66,6.58,6.58,6.58,-0.25,463.25
12,1,04:20,7.44,7.35,28.9,36.93,-31.66,7.92,7.92,7.92,-0.24,448.55
12,1,04:30,8.12,0.77,28.95,36.77,-23.46,8.95,8.95,8.95,-0.23,443.03
12,1,04:40,8.07,-8.89,29.09,36.57,-19.12,8.55,8.55,8.55,-0.25,465.9
12,1,04:50,7.68,-9.09,29.09,36.66,-19.12,8,8,8,-0.24,459.15
12,1,05:00,7.6,-9.62,29.09,36.68,-19.12,7.79,7.79,7.79,-0.25,450.99
12,1,05:10,7.66,-8.95,29.1,36.69,-19.12,7.56,7.56,7.56,-0.23,448.93
12,1,05:20,7.09,-10.61,29.09,36.72,-19.12,6.42,6.42,6.42,-0.23,455.02
12,1,05:30,7.31,-10.8,29.09,36.85,-19.47,6.14,6.14,6.14,-0.3,482.55
12,1,05:40,6.75,-0.14,29.05,36.94,-31.62,5.34,5.34,5.34,-0.26,492
12,1,05:50,6.4,-3.37,28.92,36.98,-31.62,4.99,4.99,4.99,-0.24,457.74
