TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
73,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73,1,00:10,5.75,-10.45,31.33,41.72,-78.36,0.54,0.54,0.54,-0.15,343.33
73,1,00:20,5.26,-4.57,31.21,41.54,-86.97,0.04,0.04,0.04,-0.17,343.99
73,1,00:30,5.38,-0.17,31.13,41.37,-90.9,0.47,0.47,0.47,-0.18,411.33
73,1,00:40,4.97,0.6,31,41.26,-90.9,0.14,0.14,0.14,-0.16,330.92
73,1,00:50,4.58,-3.96,30.94,41.17,-90.9,0.02,0.02,0.02,-0.15,259.74
73,1,01:00,4.89,-3.3,30.84,41.01,-90.9,0.02,0.02,0.02,-0.15,295.03
73,1,01:10,4.64,-6.58,30.67,40.91,-90.9,0.02,0.02,0.02,-0.16,251.03
73,1,01:20,4.61,-8.23,30.58,40.8,-90.9,0.02,0.02,0.02,-0.17,230.61
73,1,01:30,4.5,-8.13,30.45,40.68,-90.9,0.02,0.02,0.02,-0.09,224.47
73,1,01:40,5.05,-9.2,30.32,40.59,-90.9,0.02,0.02,0.02,-0.12,269.86
73,1,01:50,4.82,-1.16,30.19,40.47,-102.9,0.02,0.02,0.02,-0.18,315.99
73,1,02:00,5.05,-2.56,30.09,40.3,-103.42,0.02,0.02,0.02,-0.18,337.67
73,1,02:10,5.38,-6.49,30.09,40.28,-103.42,0.03,0.03,0.03,-0.14,388.25
73,1,02:20,5.2,-1.67,30.09,40.57,-103.42,0.03,0.03,0.03,-0.19,401
73,1,02:30,5.1,0.09,30.09,40.59,-103.42,0.21,0.21,0.21,-0.17,381.78
73,1,02:40,5.55,-7.93,30.05,40.59,-103.42,0.36,0.36,0.36,-0.15,366.81
73,1,02:50,5.42,-5.97,30,40.53,-112.33,0.08,0.08,0.08,-0.15,384.59
73,1,03:00,5.34,-3.99,29.96,40.29,-115.98,0.7,0.7,0.7,-0.19,391.29
73,1,03:10,4.99,-1.29,30,40.41,-115.98,0.97,0.96,0.96,-0.18,379.97
73,1,03:20,5.17,1.24,30,40.59,-115.98,0.86,0.86,0.86,-0.18,377.4
73,1,03:30,4.91,0.88,30.05,40.59,-115.98,0.04,0.04,0.04,-0.18,355.59
73,1,03:40,5.31,-3.84,29.99,40.59,-115.98,0.6,0.6,0.6,-0.16,389.42
73,1,03:50,6.17,-7.05,29.94,40.67,-115.98,1.67,1.67,1.67,-0.18,459.51
73,1,04:00,6.36,-7.75,29.9,40.67,-120.16,4.07,4.07,4.07,-0.18,442.14
73,1,04:10,6.2,2.08,29.9,40.34,-128.48,5.79,5.79,5.79,-0.16,446.52
73,1,04:20,7.37,1.13,30.02,40.26,-118.95,8.41,8.41,8.41,-0.17,430.93
73,1,04:30,7.42,-1.85,30.19,40.26,-115.96,8.77,8.77,8.77,-0.18,448.41
73,1,04:40,8.14,-4.21,30.28,40.52,-115.96,9.22,9.22,9.22,-0.15,444.81
73,1,04:50,8.19,-3.77,30.36,40.59,-115.96,9.83,9.83,9.83,-0.19,442.07
73,1,05:00,8.2,-4.7,30.4,40.59,-115.96,9.32,9.32,9.32,-0.16,437.81
73,1,05:10,8.47,-4.99,30.4,40.56,-115.96,9.23,9.23,9.23,-0.17,445.21
73,1,05:20,8.01,-5.98,30.4,40.59,-115.96,7.85,7.85,7.85,-0.12,467
73,1,05:30,6.83,-5.49,30.37,40.59,-115.96,5.6,5.6,5.6,-0.21,456.75
73,1,05:40,6.04,-9.31,30.21,40.66,-115.96,1.85,1.85,1.85,-0.18,419.95
73,1,05:50,5.41,-2.03,30.15,40.58,-127.71,3.63,3.63,3.63,-0.14,401.2
73,1,06:00,5.62,-1.19,30.09,40.4,-128.46,3.58,3.58,3.58,-0.15,436.24
73,1,06:10,6.58,-8,30.06,40.53,-128.46,5.77,5.77,5.76,-0.13,391.91
