TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
15,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,1,00:10,6.17,-7.94,31.99,34.09,155.41,1.12,1.12,1.12,-0.04,428.91
15,1,00:20,6.09,-6.76,31.99,34.09,155.41,0.34,0.34,0.34,-0.06,449.33
15,1,00:30,6.16,-8.68,31.95,34.03,155.41,0.93,0.93,0.93,-0.05,407.72
15,1,00:40,5.9,-9.86,31.85,33.99,155.41,0.08,0.08,0.08,-0.06,389.64
15,1,00:50,5.97,-9.27,31.79,33.89,155.41,0.04,0.04,0.04,-0.06,410.19
15,1,01:00,5.85,-4.78,31.72,33.77,148.88,0.08,0.08,0.08,-0.05,391.4
15,1,01:10,5.8,2.69,31.55,33.56,142.86,0.03,0.03,0.03,-0.08,420.05
15,1,01:20,5.65,2.7,31.44,33.34,142.86,0.03,0.03,0.03,-0.02,378.65
15,1,01:30,5.45,1.07,31.26,33.15,142.86,0.02,0.02,0.02,-0.02,340.88
15,1,01:40,5.53,-1.77,31.13,32.99,142.86,0.03,0.03,0.03,-0.01,361.41
15,1,01:50,5.62,-6.44,31.02,33.11,142.86,0.03,0.03,0.03,-0.06,368.02
15,1,02:00,5.66,-9.65,30.92,33.15,142.41,0.03,0.03,0.03,-0.03,337.68
15,1,02:10,5.48,1.89,30.9,32.97,130.33,0.04,0.04,0.04,-0.02,353.29
15,1,02:20,5.77,4.59,30.9,32.79,136.74,0.07,0.07,0.07,-0.01,389.72
15,1,02:30,6.52,-7.05,30.82,32.78,140.75,0.8,0.8,0.8,-0.05,481.32
15,1,02:40,5.96,-5.57,30.72,32.68,130.33,1.54,1.54,1.54,-0.03,402.97
15,1,02:50,5.87,-10.18,30.59,32.7,130.33,1.23,1.23,1.23,0.02,362.35
15,1,03:00,5.8,-8.75,30.62,32.71,130.33,1.55,1.55,1.55,0.02,373.81
15,1,03:10,5.63,-7.42,30.67,32.74,130.33,1.06,1.06,1.06,-0.02,369.12
15,1,03:20,5.67,-9.05,30.59,32.7,130.33,0.75,0.75,0.75,-0.06,358.92
15,1,03:30,5.55,-9.47,30.57,32.73,130.33,0.08,0.08,0.08,-0.03,346.78
15,1,03:40,5.83,-6.76,30.46,32.66,124.22,1.01,1.01,1.01,-0.05,380.33
15,1,03:50,6.3,-4.51,30.4,32.52,117.79,2.05,2.05,2.05,-0.05,432.95
15,1,04:00,6.93,-8.63,30.4,32.56,117.79,4.07,4.07,4.07,-0.06,414.78
15,1,04:10,7.48,-7.17,30.41,32.47,117.79,5.71,5.71,5.71,-0.05,427.87
15,1,04:20,7.81,-2.2,30.61,32.38,117.79,7.56,7.56,7.56,-0.04,421.44
15,1,04:30,8.23,2.01,30.77,32.21,117.79,8.52,8.52,8.52,-0.03,382.23
15,1,04:40,7.85,1.73,30.87,32.11,117.79,8.18,8.18,8.18,-0.02,384.23
15,1,04:50,7.88,-0.48,30.96,32.08,117.79,7.7,7.7,7.69,-0.05,407.53
15,1,05:00,7.62,-0.94,30.9,31.96,117.79,7.38,7.38,7.38,-0.02,385.95
15,1,05:10,7.46,-1.34,30.9,31.97,117.79,6.64,6.64,6.64,-0.06,432.26
15,1,05:20,7.26,-0.76,30.9,32.05,117.79,6.35,6.35,6.35,-0.04,406.93
15,1,05:30,7.32,-2.45,30.9,32.06,117.79,5.86,5.86,5.86,-0.07,438.38
15,1,05:40,7.24,-7.32,30.88,32.17,117.79,4.78,4.78,4.78,-0.09,438.91
15,1,05:50,7.16,-9.16,30.79,32.29,117.79,5.23,5.23,5.23,-0.02,364.51
15,1,06:00,7.3,-9.2,30.7,32.28,115.19,6.06,6.06,6.06,-0.03,356.39
15,1,06:10,8.85,-4.99,30.63,32.27,105.21,8.47,8.47,8.47,-0.06,440.37
15,1,06:20,10.6,-8.67,30.53,32.01,97.87,10.98,10.98,10.98,-0.1,432.01
15,1,06:30,10.54,-0.2,30.27,31.56,92.7,12.48,12.48,12.48,-0.1,408.01
15,1,07:50,12.48,9.15,29.15,29.85,92.57,13.72,13.72,13.72,-0.07,562.71
15,1,08:00,11.72,7.42,29.38,29.79,92.57,11.31,11.31,11.31,0.01,676.58
15,1,08:10,11.56,6.37,29.58,29.95,92.57,10.77,10.77,10.77,-0.02,770.19
15,1,08:20,12.57,5.79,30.03,30.29,92.57,11.68,11.68,11.68,7.15,789.88
15,1,08:50,12.55,5.19,30.54,31.06,92.57,14.7,14.7,14.7,123.79,516.91
15,1,09:00,12.38,5.58,30.96,31.23,92.57,14.37,14.37,14.37,71.51,522.89
15,1,09:30,11.63,7.41,31.78,31.79,92.57,7.34,7.34,7.34,86.16,1156.2
15,1,09:50,10.73,-4.96,32.24,32.69,105.24,3.35,3.35,3.35,100.83,1306.92
15,1,10:00,10.45,-5.77,32.49,33.24,105.24,5.49,5.49,5.49,99.44,1082.67
15,1,10:10,11.06,-5.22,32.82,33.89,105.24,2.55,2.55,2.55,94.78,1447.62
15,1,10:20,10.28,-6.49,32.88,34.33,105.24,0.71,0.71,0.71,66.3,1379.22
15,1,10:30,9.76,-1.8,33.12,34.87,105.24,0.38,0.38,0.38,6.8,1346.67
15,1,10:40,9.1,6.46,33.44,35.41,105.24,0.04,0.04,0.04,-24.72,1183.98
15,1,10:50,9.24,-1.54,33.7,35.83,115.1,0.05,0.05,0.05,-56.78,1157.97
15,1,11:00,8.61,-4.04,33.96,36.07,117.92,0.04,0.04,0.04,-118.38,1069.06
15,1,11:10,8.25,-1.58,34.09,36.45,117.96,0.03,0.02,0.02,-224.51,954.31
15,1,11:20,7.46,0.66,34.33,36.75,130.39,0.04,0.04,0.04,-267.57,767.86
15,1,11:30,7.46,0.12,34.37,36.95,133.28,0.02,0.02,0.02,-243.4,726.2
15,1,11:40,7.18,0.33,34.57,37.16,143.27,0.09,0.09,0.09,-219.56,645.95
15,1,11:50,7.16,-0.63,34.79,37.22,148.43,0.03,0.03,0.03,-225.02,632.42
15,1,12:00,7.62,-0.29,34.99,37.41,143.23,0.03,0.03,0.04,-262.26,795.54
15,1,12:10,6.51,6.39,35.18,37.52,155.61,0.08,0.08,0.08,-81.54,580.92
15,1,12:20,5.82,-2.66,35.23,37.63,155.74,0.01,0.01,0.01,-48.9,446.32
15,1,12:30,6.47,-2.58,35.43,37.75,169.25,0.02,0.01,0.01,-109.46,455.54
15,1,12:40,7.91,3.71,35.58,37.98,154.37,0.05,0.05,0.05,-210.22,766.56
15,1,12:50,6.99,2.42,35.62,37.84,153.99,0.06,0.06,0.06,-114.05,622.13
15,1,13:00,6.84,0.15,35.86,37.89,157.56,0.04,0.03,0.04,-129.01,578.26
15,1,13:10,7.03,-4.91,36.21,38.12,171.73,0.01,0.01,0.01,-152.53,619.59
15,1,13:20,6.11,-1.48,36.12,38.13,146.53,0.01,0.02,0.02,-97.95,470.52
15,1,13:30,6.76,-2.99,36.32,38.29,160.35,0.04,0.04,0.05,-102.78,620.12
15,1,13:40,5.05,6.66,36.43,38.27,159.73,0.02,0.02,0.02,-214.29,366.72
15,1,13:50,5.34,5.45,36.63,38.49,180.45,0.01,0.01,0.01,-227.29,328.74
15,1,14:00,3.99,-12.14,36.58,38.59,153.69,0.01,0.01,0.01,-84.1,134.51
15,1,14:10,6.52,3.85,36.97,38.9,165.47,0.01,0.01,0.01,-290.98,442.83
15,1,14:20,4.1,-1.9,36.95,38.85,169.85,0.01,0.01,0.01,-146.47,172.8
15,1,14:30,3.13,-0.77,37.27,38.86,164.26,0.01,0.01,0.01,-69.5,105.42
15,1,14:40,4.66,-12.49,37.34,39.29,129.74,0.01,0.01,0.01,-96.59,190.71
15,1,14:50,5.5,11.55,37.6,39.37,137.36,0.01,0.01,0.01,-252.56,371.07
15,1,15:00,4.44,3.16,37.58,39.24,155.09,0.01,0.01,0.01,-171.24,229.98
15,1,15:10,5.12,5.3,37.64,39.25,183.39,0.01,0.01,0.01,-226.21,269.86
15,1,15:20,5.5,3.83,37.74,39.36,163.83,0.01,0.01,0.01,-198.32,329.36
15,1,15:30,3.72,-3.56,37.71,39.24,168.78,0.01,0.01,0.01,-58.66,97.31
15,1,15:40,5.55,0.81,37.86,39.57,170.7,0.01,0.01,0.01,-153.41,261.21
15,1,15:50,6.79,-4.19,37.86,39.65,159.98,0.01,0.01,0.01,-219.87,521.68
15,1,16:00,5.57,4.47,37.88,39.46,169.67,0.01,0.01,0.01,-182.51,393.45
15,1,16:10,4.73,-7.09,37.7,39.15,169.26,0.01,0.01,0.01,-185.84,240.79
15,1,16:20,2.99,6.96,37.98,39.23,202.07,0.01,0.01,0.01,-30.33,39.25
15,1,16:30,4.09,-5.77,38.03,39.66,170.48,16.43,16.42,16.42,-58.71,78.16
15,1,16:40,4.25,4.17,38.19,39.53,185.62,0.01,0.01,0.01,-147.56,237.45
15,1,16:50,3.97,1.06,38.22,39.4,202.9,0.01,0.01,0.01,-104.74,176.07
15,1,17:00,3.8,-0.29,38.25,39.3,195.78,0.01,0.01,0.01,-85.89,124.28
15,1,17:10,5.58,-0.97,38.32,39.32,190.55,0.01,0.01,0.01,-195.12,322.61
15,1,17:20,4.25,3.27,38.12,39.07,189.82,0.01,0.01,0.01,-69.51,163.33
15,1,17:30,4.65,-3.92,37.88,38.92,192.48,0.01,0.01,0.01,-122.82,199.38
15,1,17:40,3.19,0.8,37.65,38.65,196.81,0.01,0.01,0.01,-39.45,73.23
15,1,17:50,4.52,2.27,37.66,38.85,187.75,0.01,0.01,0.01,-84.69,253.89
15,1,18:00,5.95,-1.03,37.71,38.8,194.59,0.01,0.01,0.01,-82.38,358.41
15,1,18:10,4.24,-2.75,37.73,38.56,185.61,0.01,0.01,0.01,-88.86,173.07
15,1,18:20,5.66,0.12,37.84,38.57,177.23,0.01,0.01,0.01,-179.54,350.1
15,1,18:30,4.63,-2.24,37.72,38.6,165.73,0.01,0.01,0.01,-103.28,225.03
15,1,18:40,5.32,8.77,37.59,38.51,176.54,0.01,0.01,0.01,-97.07,321.75
15,1,18:50,5.37,7.87,37.52,38.41,191.72,0.01,0.01,0.01,-84.31,317.56
15,1,19:00,4.56,-2.62,37.37,38.22,188.66,0.01,0.01,0.01,-48.99,182.66
15,1,19:10,6.15,3.43,37.42,38.32,184.96,0.01,0.01,0.01,-93.13,398.76
15,1,19:20,6.25,-4.03,37.3,38.33,187.27,0.01,0.01,0.01,-60.91,432.68
15,1,19:30,5.34,0.2,37.23,38.07,192.06,0.01,0.01,0.01,-57.36,281.46
15,1,19:40,5.97,-1.05,37.08,38.04,185.22,0.01,0.01,0.01,-87.13,394.06
15,1,19:50,9.9,-12.08,36.64,37.94,149.65,0.46,0.46,0.46,-78.81,952.48
15,1,20:00,12.18,5.41,35.87,37.66,113.17,5.23,5.23,5.23,1.16,1514.34
15,1,20:10,11.03,1.56,35.29,37.18,113.17,2.37,2.37,2.37,66.47,1463.84
15,1,20:20,9.52,0.69,34.74,36.79,113.17,0.3,0.3,0.3,44.44,1285.86
15,1,20:30,9.36,-3.06,34.31,36.65,124.3,0.2,0.2,0.2,44.78,1128.06
15,1,20:40,10.97,-0.71,34.22,36.73,113.57,2.4,2.4,2.4,-17.31,1498.18
15,1,20:50,9.41,0.88,34.05,36.67,113.27,0.4,0.4,0.4,44.24,1267.31
15,1,21:00,9.4,-2.09,33.6,36.59,113.17,0.53,0.53,0.53,150.15,1186.29
