TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
6,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,1,00:10,6.72,-9.11,30.9,38,68.54,1.27,1.27,1.27,-0.09,469.4
6,1,00:20,6.42,-1.28,30.9,37.87,57.93,1.19,1.19,1.2,-0.09,509.29
6,1,00:30,6.57,-0.93,30.9,37.9,57.93,1.03,1.03,1.03,-0.08,539.53
6,1,00:40,6.28,-1.08,30.85,37.9,57.93,0.12,0.12,0.12,-0.1,480.6
6,1,00:50,6.37,-1.99,30.77,37.9,57.93,0.03,0.03,0.03,-0.1,501.54
6,1,01:00,6.67,-0.88,30.62,37.78,57.93,0.03,0.03,0.03,-0.09,552.23
6,1,01:10,6.7,-4.15,30.51,37.7,57.93,0.02,0.02,0.02,-0.08,513.32
6,1,01:20,6.49,-4.88,30.35,37.61,57.93,0.02,0.02,0.02,-0.07,479.75
6,1,01:30,6.48,-4.98,30.26,37.59,57.93,0.02,0.02,0.02,-0.06,469.33
6,1,01:40,7.09,-5.82,30.19,37.37,57.93,0.02,0.02,0.02,-0.1,565.23
6,1,01:50,6.92,-8.21,30.04,37.13,57.93,0.02,0.02,0.02,-0.06,502.57
6,1,02:00,6.88,-7.8,29.98,36.88,54.08,0.02,0.02,0.02,-0.11,496.5
6,1,02:10,6.4,-0.6,29.93,36.8,45.42,0.03,0.03,0.03,-0.09,516.3
6,1,02:20,6.61,3.03,30,36.96,45.42,0.03,0.03,0.03,-0.12,550.15
6,1,02:30,7.03,3.54,30,36.82,45.42,0.03,0.03,0.03,-0.09,672.68
6,1,02:40,7.22,-4.26,30,36.92,45.42,1.18,1.18,1.18,-0.08,615.91
6,1,02:50,7.16,-10.56,29.98,36.89,45.42,1.42,1.42,1.42,-0.13,513.08
6,1,03:00,7.28,-10.61,29.99,36.66,45.42,1.24,1.24,1.24,-0.1,563.17
6,1,03:10,7.07,-8.22,30,36.7,45.42,1.02,1.02,1.02,-0.1,580.29
6,1,03:20,6.69,-7.18,30,36.79,45.42,1.33,1.33,1.33,-0.07,510.82
6,1,03:30,6.83,-7.18,30,36.94,45.42,1.17,1.17,1.17,-0.11,518.31
6,1,03:40,7.24,-10.09,30,36.8,45.42,1.04,1.04,1.04,-0.1,582.25
6,1,03:50,7.44,-4.94,30,36.62,35,1.85,1.85,1.85,-0.09,629.92
6,1,04:00,8.41,-7.17,30,36.55,32.95,6.05,6.05,6.05,-0.07,521.71
6,1,04:10,8.46,-7.64,30,36.24,32.95,6.66,6.66,6.66,-0.08,506.06
6,1,04:20,8.7,-4.84,30.07,36,32.95,9.31,9.31,9.31,-0.1,449.85
6,1,04:30,8.89,0.64,30.2,35.99,32.95,9.93,9.93,9.93,-0.07,451.84
6,1,04:40,9.45,-1.57,30.2,35.94,32.95,10.18,10.18,10.18,-0.09,458.68
6,1,04:50,9.58,-1.42,30.24,35.71,32.95,10.6,10.6,10.6,-0.14,458.3
6,1,05:00,9.48,-0.69,30.21,35.7,32.95,10.27,10.27,10.27,-0.12,449.4
6,1,05:10,9.37,-1.48,30.2,35.69,32.95,9.83,9.83,9.83,-0.12,453.46
6,1,05:20,8.94,-2.64,30.2,35.59,32.95,8.73,8.73,8.73,-0.15,458.38
6,1,05:30,8.47,-1.29,30.15,35.66,32.95,6.73,6.73,6.73,-0.1,513.55
6,1,05:40,8.46,-3.92,30.15,35.7,32.95,6.67,6.67,6.67,-0.09,497.68
6,1,05:50,8.42,-8.73,30.1,35.58,32.95,5.78,5.79,5.78,-0.09,500.1
6,1,06:00,8.01,-10.24,30,35.35,31.88,5.69,5.69,5.69,-0.09,456.53
6,1,06:10,8,-3.15,29.98,35.38,20.4,7.56,7.56,7.56,-0.1,437.83
6,1,06:20,10.37,-9.86,29.77,35.11,18.15,11.63,11.63,11.63,-0.13,431.26
6,1,06:30,11.19,-0.02,29.58,34.13,1.93,13.94,13.94,13.94,-0.14,423.56
6,1,07:20,12.51,3.78,28.99,32.9,7.8,14.73,14.73,14.73,-0.11,518.68
6,1,07:30,13.14,4.77,28.8,32.79,7.8,15.97,15.97,15.97,-0.08,475.45
6,1,07:40,13.41,2.81,28.54,32.56,7.8,15.04,15.04,15.04,-0.12,549.81
6,1,07:50,13.32,2.55,28.58,32.49,7.8,14.75,14.75,14.75,-0.11,570.33
6,1,08:00,12.85,2.91,28.65,32.54,7.8,13.41,13.41,13.41,-0.1,660.97
6,1,08:10,12.03,0.66,28.5,32.65,7.8,11.59,11.59,11.59,-0.12,815.35
6,1,08:20,11.55,-2.74,28.52,32.93,7.81,10.57,10.57,10.57,7.33,811.31
6,1,08:30,12.23,-6.05,28.78,33.06,7.83,10.17,10.17,10.17,156.8,1029.85
6,1,08:50,12.65,-0.05,29.64,33.59,7.83,15.78,15.78,15.78,123.11,524.08
6,1,09:00,12.57,1.18,29.96,33.8,7.83,15.32,15.32,15.32,77.31,560.4
6,1,09:10,11.69,-2.24,30.22,34.1,7.83,12.62,12.62,12.62,50.6,646.64
6,1,09:20,11.84,-1.3,30.39,34.34,7.83,15.11,15.11,15.11,15.43,486.45
6,1,09:30,11.78,-2.77,30.57,34.63,7.83,7.56,7.56,7.56,91.14,1251.18
6,1,09:40,10.87,3.6,30.94,35.25,7.83,8.62,8.62,8.62,49.16,990.87
6,1,09:50,11.34,8.76,31.45,35.81,7.83,6.07,6.07,6.07,104.11,1322.35
6,1,10:00,10.98,1.95,31.67,36.48,17.26,6.37,6.37,6.37,109.92,1183.24
6,1,10:10,11.62,-6.74,31.74,37,20.4,2.92,2.92,2.92,103.27,1441.97
6,1,10:20,10.75,-5.92,31.95,37.41,20.4,0.55,0.55,0.55,67.3,1404.87
6,1,10:30,10.18,-7.7,32.09,38,20.4,0.22,0.22,0.22,8.18,1289.1
6,1,10:40,9.49,-1.72,32.47,38.77,20.4,0.25,0.25,0.25,-25.48,1217.9
6,1,10:50,9.78,4.85,32.78,39.31,20.4,0.3,0.3,0.3,-64.2,1299.66
6,1,11:00,9.74,1.53,33,39.81,20.4,2.23,2.24,2.23,-133.8,1201.76
6,1,11:10,7.57,3.03,33.17,40.36,36.91,0.43,0.43,0.43,-174.14,736.59
6,1,11:20,8.41,5.32,33.38,40.78,39.01,0.54,0.54,0.54,-322.23,939.96
6,1,11:30,8.92,-0.48,33.53,40.86,49.56,0.2,0.2,0.2,-338.78,1023.58
6,1,11:40,7.93,0.39,33.73,41,47.2,0.05,0.05,0.05,-293.1,833.98
6,1,11:50,7.06,8.55,34.06,41.46,52.79,0.04,0.04,0.04,-248.19,692.56
6,1,12:00,8.05,-3.65,34.21,41.81,67.15,0.02,0.02,0.02,-267.24,799.97
6,1,12:10,8.05,-2.62,34.34,41.74,58.11,0.04,0.04,0.04,-125.79,865.14
6,1,12:20,7.63,-1.88,34.49,41.7,70.31,0.04,0.04,0.04,-76.83,748.77
6,1,12:30,7.12,-4.04,34.71,41.95,67.81,0.04,0.03,0.06,-150.64,631.58
6,1,12:40,7.58,1.93,34.89,42.1,78.19,0.02,0.02,0.02,-185.91,659.83
6,1,12:50,7.3,-3.59,34.91,41.98,73.29,0.11,0.11,0.11,-115.73,647.1
6,1,13:00,7.42,-6.11,35.1,41.69,79.09,0.02,0.02,0.02,-131.03,592.31
6,1,13:10,7.1,7,35.28,41.96,77.74,0.01,0.01,0.01,-167.67,687.12
6,1,13:20,7.44,-6.18,35.36,42.27,89.79,0.01,0.01,0.01,-143.14,693.69
6,1,13:30,6.33,-8.6,35.39,42.15,58.7,0.01,0.01,0.01,-74.96,408.48
6,1,13:40,5.75,8.75,35.68,42.21,74.14,0.01,0.01,0.01,-291.71,506.93
6,1,13:50,6.58,-7.16,35.81,42.59,72.15,0.03,0.03,0.03,-276.66,425.07
6,1,14:00,5.73,5.55,35.94,42.35,85.93,0.01,0.01,0.01,-268.21,410.27
6,1,14:10,4.22,-6.86,36.07,42.82,80,0.01,0.01,0.01,-138.2,194.58
6,1,14:20,4.28,-2.86,36.38,43.26,46.4,0.01,0.01,0.01,-168.6,243.51
6,1,14:30,5.29,9.59,36.67,43.46,57.5,0.07,0.07,0.07,-222.02,400.49
6,1,14:40,5.06,-0.01,36.59,43.34,90.55,5.29,5.29,5.3,-144.01,292.32
6,1,14:50,6.14,-2.4,36.71,43.23,100.99,5.89,5.89,5.89,-237.75,343.02
6,1,15:00,5.03,-6.81,36.6,42.9,74.3,0.01,0.01,0.01,-221.37,292.64
6,1,15:10,5.59,5.41,36.81,42.84,95.92,0.02,0.02,0.02,-283.82,378.57
6,1,15:20,5.92,-6.01,36.78,42.87,84.32,0.01,0.02,0.02,-251.69,437.09
6,1,15:30,4.86,-3.33,36.81,42.85,75.25,0.01,0.01,0.01,-151.85,280.47
6,1,15:40,3.96,7.46,37.13,43.06,100.02,0.01,0.01,0.01,-97.22,167.68
6,1,15:50,5.89,-10.37,37.12,43.39,98.7,0.01,0.01,0.01,-167.09,407.1
6,1,16:00,5.79,-4.41,36.98,42.89,59.36,0.01,0.01,0.01,-169.98,370.81
6,1,16:10,3.26,0.22,37.1,43.1,69.19,0.01,0.01,0.01,-89.54,107.48
6,1,16:20,3.89,1.64,37.34,43.63,69.39,0.01,0.01,0.01,-131.89,190.41
6,1,16:30,5.44,1.71,37.36,43.36,81.46,0.01,0.01,0.01,-259.54,358.17
6,1,16:40,5.56,-5.81,37.25,43.07,62.64,0.01,0.01,0.01,-239.1,344.48
6,1,16:50,2.33,3.34,37.36,43.32,68.87,0.01,0.01,0.01,-20.74,31.49
6,1,17:00,2.93,-5.59,37.71,43.97,62.23,61.62,61.62,61.63,-0.07,-2.05
6,1,17:10,5.47,5.58,38.37,43.73,55.38,0.05,0.05,0.05,-206.48,373.84
6,1,17:20,2.81,3.97,37.58,43.37,61.17,2.2,2.2,2.2,-11.57,35.55
6,1,17:30,3.41,-8.51,37.36,43.4,70.8,24.01,24.01,24.01,-6.86,15.23
6,1,17:40,3.68,3.03,37.12,42.91,68.86,4.58,4.58,4.58,-47.61,87.79
6,1,17:50,5.78,3.19,36.9,42.13,98.61,0.01,0.01,0.01,-169.44,380.32
6,1,18:00,4.99,-9.9,36.93,42.03,75.45,0.01,0.01,0.01,-50.74,216.76
6,1,18:10,3.33,2.77,36.99,42.3,44.08,0.01,0.01,0.01,-54.77,94.57
6,1,18:20,4.46,9.79,37.04,42.48,62.3,0.01,0.01,0.01,-114.86,219.67
6,1,18:30,5.01,-0.73,37.03,42.31,86.43,0.01,0.01,0.01,-119.56,237.9
6,1,18:40,5.13,-2.18,37.09,42.15,83.25,0.01,0.01,0.01,-81.87,246.69
6,1,18:50,4.65,4.04,37.05,42.1,76.41,0.01,0.01,0.01,-68.46,246.7
6,1,19:00,6.52,-1.46,36.87,42.03,93.14,0.01,0.01,0.01,-135.42,494.5
6,1,19:10,5.51,-5.07,36.81,41.82,92.23,0.01,0.01,0.01,-70.48,293.14
6,1,19:20,5.71,-8.73,36.77,41.92,75.07,0.01,0.01,0.01,-37.52,310.13
6,1,19:30,6.2,-6.66,36.58,41.88,68.17,0.01,0.01,0.01,-87.01,421.63
6,1,19:40,6.25,-0.64,36.42,41.73,61.1,0.01,0.01,0.01,-95.62,419.28
6,1,19:50,6.1,-5.59,36.22,41.71,59.82,0.01,0.01,0.01,-41.66,347.91
6,1,20:00,11.71,-9.78,35.4,41.18,19.39,4.22,4.22,4.22,9.93,1238.83
6,1,20:10,13.51,-6.45,34.53,39.59,8.03,6.98,6.98,6.98,109.95,1498.69
6,1,20:20,10.57,-7.41,33.95,39.09,8.03,0.63,0.63,0.63,59.75,1349.05
6,1,20:30,11.54,-2.33,33.72,39.49,8.03,2.71,2.71,2.71,58.71,1458.27
6,1,20:40,11.82,-4.47,33.48,39.74,8.03,4.44,4.44,4.44,79.37,1395.59
6,1,20:50,11.34,-5.64,33.31,39.72,8.03,6.65,6.65,6.65,91.75,1025.24
6,1,21:00,12.07,-5.37,33.1,39.54,8.03,7.44,7.44,7.44,114.97,1186.91
6,1,21:10,11.14,-6.38,32.68,39.53,2.53,9.77,9.77,9.77,84.26,662.44
6,1,21:40,12.94,-5.54,30.68,36.38,-4.47,13.47,13.47,13.47,33.62,690.46
6,1,22:20,12.67,0.49,29.14,34.13,-17.15,16.58,16.58,16.58,0.16,458.14
6,1,22:30,11.03,-1.79,28.86,33.99,-17.15,12.67,12.67,12.67,12.58,536.4
6,1,22:40,9.68,-1.65,28.57,34.12,-17.15,6.26,6.26,6.26,77.91,900.15
6,1,22:50,11.49,-5.18,28.45,34.24,-17.15,8.97,8.97,8.97,56.68,976.63
6,1,23:00,11.73,-4.83,28.33,33.97,-17.15,8.68,8.68,8.68,18.32,1084.02
6,1,23:10,10.79,1.4,28.25,34.06,-17.15,8.39,8.39,8.39,22.96,995.49
6,1,23:20,11.49,4.38,28.05,34.34,-17.15,9.13,9.13,9.13,35.53,1057.99
6,1,23:30,12.37,5.16,28.04,34.18,-17.15,10.76,10.76,10.76,70.72,1079.42
6,1,23:40,10.31,3.65,27.73,34.17,-17.15,6.57,6.57,6.57,29.58,1071.39
6,1,23:50,10.59,-0.34,27.52,34.36,-17.15,3.64,3.64,3.64,19.09,1285.67
6,2,00:00,10.38,-1.45,27.56,34.62,-17.15,4.3,4.3,4.3,61.99,1239.74
6,2,00:10,9.22,-0.54,27.23,34.89,-17.15,1.2,1.2,1.2,68.2,1089.41
6,2,00:20,7.78,-2.18,26.95,35.12,-17.15,0.03,0.03,0.03,75.95,800.07
6,2,00:30,6,-1.18,26.66,35.61,-17.15,0.05,0.05,0.05,72.03,442.88
6,2,00:40,6.7,4.54,26.49,35.7,-17.15,0.02,0.02,0.02,64.14,552.73
6,2,00:50,4.43,3.96,26.32,35.59,-16.02,0.01,0.01,0.01,39.34,239.65
6,2,01:00,2.18,2.76,26.14,35.81,24.54,20.22,20.22,20.22,0.78,7.75
6,2,01:20,5.13,-3.9,27.16,35.72,29.51,0.03,0.03,0.03,38,292.53
6,2,01:30,5.34,6.32,25.92,34.82,33.05,0.45,0.45,0.45,-30.16,303.74
6,2,01:40,5.05,0.52,25.47,33.91,33.83,0.04,0.04,0.04,-5.68,255.53
6,2,01:50,4.9,-7.22,25.21,33.43,33.83,0.63,0.63,0.63,15.1,217.45
6,2,02:00,4.32,0.28,24.98,33.09,33.83,0.26,0.26,0.26,-72.04,174.69
6,2,02:10,3.77,-0.23,24.74,32.57,19.03,0.03,0.03,0.03,-26.46,125.59
6,2,02:20,4.51,-2.72,24.51,32.28,35.63,0.03,0.03,0.03,3.82,184.76
6,2,02:30,4.51,3.98,24.39,31.88,27.45,0.03,0.03,0.03,-102.76,209.4
6,2,02:40,4.79,4.37,24.2,31.44,27.45,0.01,0.01,0.01,-159.31,236.77
6,2,02:50,5.46,4.48,24.01,31.07,27.45,0.01,0.01,0.01,-185.59,322.78
6,2,03:00,5.71,3.87,23.83,30.61,27.45,0.02,0.02,0.02,-254.6,353.8
6,2,03:10,4.33,5.13,23.76,30.45,31.97,0.05,0.05,0.05,-153.71,189.35
6,2,03:20,4.14,2.08,23.45,30.46,42.62,0.04,0.04,0.04,-134.91,155.04
6,2,03:30,4.87,2.98,23.14,30.13,53.64,0.02,0.02,0.03,-49.15,220.37
6,2,03:40,3.63,4.67,22.98,29.75,82.79,0.02,0.02,0.02,-38.67,106.73
6,2,03:50,7.38,-7.07,22.79,29.5,63.78,0.02,0.02,0.02,54.51,568.34
6,2,04:00,9.74,-5.7,22.82,28.92,55.82,0.01,0.01,0.01,60.35,1065.23
6,2,04:10,9.27,-4.79,22.84,28.87,55.82,0.01,0.01,0.01,-33.5,976.03
6,2,04:20,6.54,-5.59,22.7,29.31,55.82,0.01,0.01,0.01,121.06,478.72
6,2,04:30,5.17,-8.16,22.5,29.99,55.82,0.01,0.01,0.01,84.87,254.33
6,2,04:40,6.69,-7.39,22.31,30.02,52.41,0.01,0.01,0.01,151.74,479.16
6,2,04:50,6.89,1.49,22.28,29.49,43.35,0.01,0.01,0.01,126.17,574.12
6,2,05:00,7.69,-3.27,22.12,29.42,43.35,0.01,0.01,0.01,105.39,689.88
6,2,05:10,8.21,-1.65,22.1,29.4,43.32,0.01,0.01,0.01,87.95,882.79
6,2,05:20,9.32,-4.91,22.06,29.23,43.32,0.01,0.01,0.01,-42.31,1028.17
6,2,05:30,8.62,-5.01,22,29.11,43.32,0.01,0.01,0.01,-46.79,824.94
6,2,05:40,7.98,-4.93,21.88,29.21,43.32,0.01,0.01,0.01,90.59,725.24
6,2,05:50,9.66,-1.31,21.8,29.3,43.32,0.01,0.01,0.01,-62.33,1118.02
