TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
10,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,1,00:10,6.43,-8.74,31.57,35.71,-6.03,1.43,1.43,1.43,-0.15,483.63
10,1,00:20,6.5,-9.41,31.48,35.6,-6.03,1.19,1.19,1.19,-0.14,491.4
10,1,00:30,6.64,-5.36,31.4,35.49,-12.21,1.06,1.06,1.06,-0.14,518.82
10,1,00:40,6.13,3.82,31.4,35.34,-18.57,0.1,0.1,0.1,-0.13,459.15
10,1,00:50,6.24,3.97,31.34,35.2,-18.57,0.03,0.03,0.03,-0.14,485.36
10,1,01:00,6.37,3.13,31.26,35.06,-18.57,0.03,0.03,0.03,-0.12,501.91
10,1,01:10,6.26,1.38,31.09,34.97,-18.57,0.03,0.03,0.03,-0.17,476.73
10,1,01:20,6.07,0.48,30.91,34.82,-18.57,0.02,0.02,0.02,-0.11,438.31
10,1,01:30,6.05,-0.21,30.78,34.66,-18.57,0.02,0.02,0.02,-0.13,441.53
10,1,01:40,6.47,-2.5,30.61,34.54,-18.57,0.02,0.02,0.02,-0.11,510.33
10,1,01:50,6.44,-6.92,30.5,34.44,-18.57,0.02,0.02,0.02,-0.12,488.68
10,1,02:00,6.29,-7.51,30.42,34.33,-22.1,0.03,0.03,0.03,-0.11,450.27
10,1,02:10,6.09,3.18,30.4,34.29,-31.12,0.03,0.03,0.03,-0.13,455.95
10,1,02:20,6.15,9.39,30.41,34.25,-31.12,0.04,0.04,0.04,-0.15,478.22
10,1,02:30,6.84,8.83,30.47,34.29,-31.12,0.52,0.52,0.52,-0.14,606.75
10,1,02:40,6.62,-1.92,30.35,34.28,-31.12,1.31,1.31,1.31,-0.1,562.08
10,1,02:50,6.46,-8.66,30.29,34.25,-31.12,1.43,1.43,1.43,-0.14,497.02
10,1,03:00,6.6,-7.7,30.29,34.29,-31.12,1.29,1.29,1.29,-0.11,535.82
10,1,03:10,6.6,-6.52,30.29,34.29,-31.12,1.13,1.13,1.13,-0.15,535.16
10,1,03:20,6.16,-5.81,30.29,34.28,-31.12,1.08,1.08,1.08,-0.1,468.68
10,1,03:30,6.13,-5.77,30.29,34.22,-31.12,0.67,0.67,0.67,-0.13,464.65
10,1,03:40,6.67,-7.21,30.2,34.12,-34.71,1.31,1.31,1.31,-0.15,515.39
10,1,03:50,7.06,-1.32,30.2,34.12,-43.65,1.96,1.96,1.96,-0.13,573.67
10,1,04:00,7.5,-7.36,30.2,34.03,-43.65,5.62,5.62,5.62,-0.1,478.47
10,1,04:10,7.87,-6.56,30.2,33.99,-43.65,6.94,6.94,6.94,-0.09,473.78
10,1,04:20,8.28,-0.62,30.32,33.99,-43.65,8.89,8.89,8.89,-0.12,443.97
10,1,04:30,8.77,2.84,30.39,33.86,-43.65,9.6,9.6,9.6,-0.14,440.53
10,1,04:40,9.2,0.66,30.46,33.62,-43.65,10.41,10.41,10.41,-0.14,444.25
10,1,04:50,9.16,0.26,30.5,33.57,-43.65,10.31,10.31,10.31,-0.16,443.3
10,1,05:00,8.89,-0.48,30.49,33.49,-43.65,9.36,9.36,9.36,-0.13,459.6
10,1,05:10,8.71,-0.53,30.49,33.49,-43.65,9.05,9.05,9.05,-0.12,455.74
10,1,05:20,8.1,-0.81,30.48,33.49,-43.65,7.65,7.65,7.65,-0.13,460.41
10,1,05:30,8.16,-1.65,30.4,33.49,-43.65,7.48,7.48,7.48,-0.17,472.51
10,1,05:40,7.61,-4.58,30.37,33.49,-43.65,6.21,6.21,6.21,-0.1,462.67
10,1,05:50,7.37,-8.92,30.29,33.51,-43.65,5.01,5.01,5.01,-0.14,461.34
10,1,06:00,7.44,-9.54,30.29,33.57,-44.82,5.64,5.64,5.64,-0.12,454.71
10,1,06:10,8.21,-3.38,30.3,33.57,-56.13,8.2,8.2,8.2,-0.16,461.36
10,1,06:20,10.72,-7.99,30.26,33.33,-60.34,12.34,12.34,12.34,-0.17,474.5
10,1,06:30,11.1,-2.95,30.17,32.94,-68.67,13.88,13.88,13.88,-0.14,453.75
10,1,07:20,12.49,9.03,29.67,31.59,-68.67,15.49,15.49,15.49,-0.11,500.97
10,1,07:30,12.58,8.75,29.53,31.52,-68.67,15.3,15.3,15.3,-0.15,502.69
10,1,08:20,12.3,2.39,29.42,31.83,-68.77,12.01,12.01,12.01,6.28,817.04
10,1,08:30,11.82,-0.89,29.61,32.25,-68.77,10.01,10.01,10.01,159.83,1032.21
10,1,09:40,11.64,5.44,32.2,32.97,-62.62,11.13,11.13,11.13,40.78,815.85
10,1,09:50,10.98,-2.61,32.06,33.76,-56.09,4.94,4.94,4.94,103.55,1315.25
10,1,10:00,11.34,-2.34,32.25,34.46,-56.09,7.48,7.48,7.48,105.3,1136.31
10,1,10:10,11.05,-4.34,32.42,34.99,-56.09,3.7,3.7,3.7,95.65,1372.2
10,1,10:20,10.85,-7.51,32.55,35.51,-56.09,0.8,0.8,0.8,67.04,1416.36
10,1,10:30,10.32,-2.73,32.83,36.11,-56.09,0.6,0.6,0.6,9.79,1364.78
10,1,10:40,9.62,0.99,33.07,36.7,-56.09,0.05,0.05,0.05,-26.08,1238.83
10,1,10:50,9.7,1.14,33.41,37.28,-48.38,0.42,0.42,0.42,-61.08,1219.42
10,1,11:00,9.16,-3.56,33.56,37.64,-45.66,0.03,0.03,0.03,-128.53,1138.09
10,1,11:10,8.44,5.15,33.81,37.95,-37.9,0.03,0.03,0.03,-214.43,962.34
10,1,11:20,7.46,-1.5,33.94,38.17,-30.28,0.06,0.06,0.06,-268.1,778.49
10,1,11:30,8,7.54,34.22,38.41,-19.91,0.01,0.01,0.01,-286.83,881.72
10,1,11:40,8.3,0.09,34.37,38.65,-20.12,0.02,0.02,0.02,-316.58,904.71
10,1,11:50,6.6,1.14,34.6,38.78,-26.55,0.01,0.01,0.01,-206.74,567.97
10,1,12:00,7.45,3.54,35.01,39.04,1.47,0.01,0.01,0.01,-235.1,733.31
10,1,12:10,7.17,-3.89,35,39.02,-9.24,0.03,0.03,0.03,-98.08,664.12
10,1,12:20,6.64,2.96,35.17,39.14,-5.83,0.01,0.01,0.01,-61.58,588.84
10,1,12:30,6.13,-1.44,35.38,39.35,-4.72,0.03,0.03,0.03,-116.86,474.09
10,1,12:40,7.4,-0.85,35.61,39.5,-3.26,0.04,0.04,0.04,-196,686.43
10,1,12:50,6.54,6.87,35.88,39.5,6.24,0.01,0.01,0.01,-109.12,539.55
10,1,13:00,6.87,2.25,36.03,39.59,10.79,0.02,0.02,0.02,-129.56,638.28
10,1,13:10,7.25,-2.66,36.06,39.65,15.04,0.01,0.01,0.01,-164.94,675.51
10,1,13:20,7.07,3.1,36.22,39.76,0.24,0.03,0.03,0.03,-137.81,675.73
10,1,13:30,6.12,-7.32,36.31,39.85,-1.29,0.01,0.01,0.01,-71.7,460.85
10,1,13:40,5,4.23,36.44,39.85,-8.97,0.01,0.01,0.01,-150.99,248.21
10,1,13:50,4.86,-7.82,36.73,39.93,-8.87,0.01,0.01,0.01,-164.88,241.61
10,1,14:00,4.96,7.78,36.95,40.15,1.4,0.01,0.01,0.01,-245.01,352.18
10,1,14:10,4.99,4.17,37.09,40.09,23.42,0.03,0.03,0.03,-229.2,334.07
10,1,14:20,4.41,-5.03,37.1,40.02,2.29,0.01,0.01,0.01,-164.22,220.47
10,1,14:30,2.73,1.71,37.33,39.95,5.3,4.52,4.52,4.52,-5.28,-0.76
10,1,14:40,4.51,8.69,37.68,39.85,11.6,0.15,0.14,0.14,-114.49,236.18
10,1,14:50,4.86,-2.05,37.7,40.23,23.61,0.01,0.01,0.01,-204.98,290.4
10,1,15:00,4.54,0.17,37.7,40.35,18.98,0.01,0.01,0.01,-160.74,217.98
