TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
11,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,1,00:10,6.03,-2.91,30.2,34.84,9.19,1.21,1.21,1.21,-0.13,504.42
11,1,00:20,6.2,-3.19,30.2,34.79,9.19,0.54,0.54,0.54,-0.13,530.23
11,1,00:30,6.3,-5.49,30.14,34.68,9.19,0.67,0.67,0.67,-0.07,529.79
11,1,00:40,5.98,-5.84,30,34.61,9.19,0.03,0.03,0.03,-0.12,461.39
11,1,00:50,5.97,-5.45,29.93,34.59,9.19,0.03,0.03,0.03,-0.11,480.08
11,1,01:00,6.02,-6.09,29.79,34.49,9.19,0.04,0.04,0.03,-0.1,475.95
11,1,01:10,6.1,-7.57,29.68,34.34,9.19,0.02,0.02,0.02,-0.13,460.17
11,1,01:20,5.84,-8.48,29.51,34.21,9.19,0.02,0.02,0.02,-0.12,412.41
11,1,01:30,6.03,-9.53,29.4,34.14,9.19,0.02,0.02,0.02,-0.13,426.3
11,1,01:40,6.45,-8.53,29.25,33.92,5.84,0.02,0.02,0.02,-0.13,494.73
11,1,01:50,5.97,-0.61,29.16,33.71,-3.36,0.02,0.02,0.02,-0.11,473.22
11,1,02:00,5.87,-4.94,29.09,33.69,-3.36,0.02,0.02,0.02,-0.15,439.5
11,1,02:10,5.81,-6.2,29.02,33.56,-3.36,0.03,0.03,0.03,-0.11,437.39
11,1,02:20,6.07,-1.05,28.91,33.46,-3.36,0.03,0.03,0.03,-0.12,488.56
11,1,02:30,6.51,-2.27,28.96,33.4,-3.36,0.34,0.34,0.34,-0.12,610.24
11,1,02:40,6.39,-6.14,28.9,33.4,-8.42,1.32,1.32,1.32,-0.11,529.42
11,1,02:50,6.01,-2.16,28.9,33.37,-15.83,1.41,1.41,1.41,-0.15,492.32
11,1,03:00,6.24,-1.3,28.9,33.4,-15.83,1.31,1.31,1.31,-0.13,536.11
11,1,03:10,6.08,-0.25,28.9,33.38,-15.84,1.1,1.1,1.1,-0.14,511.92
