TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
52,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,1,00:10,5.91,0.19,31.61,46.22,185.72,0.88,0.88,0.88,-0.23,403.19
52,1,00:20,5.97,-0.94,31.58,46.06,185.64,0.21,0.21,0.21,-0.22,420.35
52,1,00:30,6.46,-1.24,31.5,45.99,185.64,0.96,0.96,0.96,-0.24,467.75
52,1,00:40,5.88,-2.71,31.49,45.98,185.64,0.04,0.04,0.04,-0.21,381.11
52,1,00:50,5.61,-5.77,31.41,45.8,185.64,0.03,0.03,0.03,-0.26,336.02
52,1,01:00,5.98,-3.88,31.29,45.79,185.64,0.04,0.04,0.04,-0.24,391.58
52,1,01:10,5.74,-7.95,31.15,45.74,185.64,0.03,0.03,0.03,-0.22,343.24
52,1,01:20,5.62,-9.32,30.98,45.62,185.64,0.02,0.02,0.02,-0.21,310.92
52,1,01:30,5.44,-9.09,30.88,45.46,185.64,0.02,0.02,0.02,-0.23,291.61
52,1,01:40,5.49,-9.25,30.72,45.4,183.5,0.02,0.02,0.02,-0.22,318.56
52,1,01:50,5.19,-2.03,30.54,45.25,173.05,0.02,0.02,0.02,-0.2,330.81
52,1,02:00,5.66,-5.16,30.49,45.09,173.05,0.03,0.03,0.03,-0.23,361.21
52,1,02:10,5.91,-8.26,30.49,45.09,173.05,0.13,0.13,0.13,-0.24,382.54
52,1,02:20,5.49,-2.18,30.46,45.09,173.05,0.05,0.05,0.05,-0.25,369.25
52,1,02:30,5.75,-0.9,30.49,45.09,173.05,0.77,0.77,0.77,-0.21,388.73
52,1,02:40,6.45,-6.79,30.44,45.08,168.33,1.28,1.28,1.28,-0.24,452.51
52,1,02:50,6.03,-3.44,30.4,44.9,160.53,0.95,0.95,0.95,-0.25,422.19
52,1,03:00,6.21,-2.88,30.4,45.02,160.53,1.21,1.21,1.21,-0.26,468.19
52,1,03:10,6.35,-0.27,30.4,44.92,160.48,1.39,1.39,1.39,-0.26,472.68
52,1,03:20,6.05,-0.44,30.4,44.9,160.46,1.34,1.34,1.34,-0.22,438.12
