TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
105,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105,1,00:10,5.67,2.36,30.7,37.44,-12.82,1.12,1.12,1.12,-0.06,360.72
105,1,00:20,5.36,2.75,30.65,37.28,-13.86,0.06,0.06,0.06,-0.06,325.43
105,1,00:30,5.28,2.18,30.53,37.14,-13.86,0.11,0.11,0.11,-0.06,320.66
105,1,00:40,5.04,-2.03,30.41,36.95,-13.86,0.03,0.03,0.03,-0.06,271.1
105,1,00:50,5.21,0.41,30.36,36.72,-13.86,0.02,0.02,0.02,-0.07,285.57
105,1,01:00,5.12,0.55,30.25,36.6,-13.86,0.03,0.03,0.03,-0.07,267.18
105,1,01:10,4.95,-1,30.11,36.47,-13.86,0.02,0.02,0.02,-0.04,246.32
105,1,01:20,4.93,-0.25,29.99,36.21,-13.86,0.02,0.02,0.02,-0.05,251.48
105,1,01:30,4.88,-0.53,29.86,36.12,-13.86,0.02,0.02,0.02,-0.04,242.55
105,1,01:40,4.52,-5.21,29.77,36,-13.86,0.02,0.02,0.02,-0.03,201.61
105,1,01:50,4.63,-7.14,29.67,35.99,-13.86,0.02,0.02,0.02,-0.04,198.63
105,1,02:00,4.59,-5.12,29.58,35.92,-23.06,0.02,0.02,0.02,-0.04,219.35
105,1,02:10,4.56,-0.29,29.5,35.72,-26.37,0.02,0.02,0.02,-0.04,239.54
105,1,02:20,4.99,6.73,29.4,35.71,-26.37,0.03,0.03,0.03,-0.06,266.13
105,1,02:30,4.8,0.94,29.35,35.73,-26.37,0.05,0.05,0.05,-0.05,260.67
105,1,02:40,5.23,-7.34,29.2,35.75,-33.23,0.28,0.28,0.28,-0.03,273.11
105,1,02:50,5.09,-5.54,29.09,35.66,-38.88,0.07,0.07,0.07,-0.06,293.06
105,1,03:00,5.41,-2.4,29.09,35.76,-38.88,0.18,0.18,0.18,-0.06,340.13
105,1,03:10,5.42,0.57,29.09,35.56,-38.88,0.95,0.95,0.95,-0.08,331.62
105,1,03:20,5.37,-4.43,29.08,35.67,-38.88,0.46,0.46,0.46,-0.08,313.74
105,1,03:30,4.86,-4.03,29,35.67,-38.88,0.04,0.04,0.04,-0.04,265.1
105,1,03:40,5.15,-6.55,29,35.7,-38.88,0.05,0.05,0.05,-0.06,269.03
105,1,03:50,5.99,-8.75,28.99,35.76,-38.88,1.4,1.4,1.4,-0.08,334.21
105,1,04:00,7.02,-10.91,29,35.82,-38.88,4.18,4.18,4.18,-0.08,409.25
105,1,04:10,6.2,-7.93,29,35.79,-38.88,4.81,4.81,4.81,-0.11,381.85
105,1,04:20,7.26,-2.4,29.01,35.64,-38.88,9.19,9.19,9.19,-0.1,364.13
105,1,04:30,6.85,-4.38,29.11,35.45,-38.88,7.03,7.03,7.03,-0.11,420.31
105,1,04:40,7.15,-2.98,29.11,35.43,-38.88,7.66,7.66,7.66,-0.09,435.42
105,1,04:50,6.45,-2.64,29.17,35.4,-38.88,6.57,6.57,6.57,-0.12,417.49
105,1,05:00,6.68,-4.42,29.2,35.47,-38.88,7.46,7.46,7.46,-0.09,372.42
105,1,05:10,5.91,-4.39,29.28,35.5,-38.88,6.1,6.1,6.1,-0.09,349.96
105,1,05:20,6.02,-5.18,29.29,35.7,-38.88,5.46,5.46,5.46,-0.1,378.78
