TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
45,1,00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,1,00:10,6.27,-5.7,30.56,47.6,-68.46,0.13,0.13,0.13,-0.1,255.9
45,1,00:20,6.04,-9.81,30.44,47.34,-68.46,0.04,0.04,0.04,-0.08,224.06
45,1,00:30,6.71,-9.77,30.3,47.21,-68.46,0.06,0.06,0.06,-0.09,292.11
45,1,00:40,6.34,-8.48,30.29,47.14,-68.46,0.03,0.03,0.03,-0.08,259.64
45,1,00:50,6.15,-3.14,30.2,47.06,-78.87,0.02,0.02,0.02,-0.09,258.3
45,1,01:00,6.72,0.14,30.09,47.03,-81.05,0.03,0.03,0.03,-0.1,338.41
45,1,01:10,6.12,-3.17,30.04,46.92,-81.05,0.02,0.02,0.02,-0.09,267.9
45,1,01:20,5.85,-4.74,29.82,46.72,-81.05,0.02,0.02,0.02,-0.06,234.12
45,1,01:30,5.72,-4.18,29.64,46.6,-81.05,0.02,0.02,0.02,-0.09,212.6
45,1,01:40,5.97,-4.49,29.54,46.48,-81.05,0.02,0.02,0.02,-0.07,246.11
45,1,01:50,5.71,-7.8,29.45,46.37,-81.05,0.03,0.03,0.03,-0.08,207.73
45,1,02:00,5.85,-10.58,29.3,46.29,-81.05,0.02,0.02,0.02,-0.11,209.6
45,1,02:10,6.66,-3.58,29.35,46.33,-91.72,0.04,0.04,0.04,-0.12,331.14
45,1,02:20,6.48,0.73,29.4,46.4,-93.61,0.04,0.04,0.04,-0.08,346.26
45,1,02:30,6.46,2.73,29.32,46.52,-93.61,0.47,0.47,0.47,-0.11,349.59
45,1,02:40,7.45,-2.57,29.39,46.41,-93.64,1.28,1.28,1.28,-0.11,384.8
45,1,02:50,6.83,-7.78,29.44,46.29,-93.65,0.18,0.18,0.18,-0.08,302.64
45,1,03:00,6.89,-8.34,29.4,46.29,-93.65,0.17,0.17,0.17,-0.12,317.17
45,1,03:10,7.23,-6.7,29.54,46.29,-93.65,0.82,0.82,0.82,-0.11,346.61
45,1,03:20,7.19,-4.54,29.65,46.34,-93.65,0.56,0.56,0.56,-0.1,365.16
45,1,03:30,6.96,-4.49,29.69,46.38,-93.65,0.04,0.04,0.04,-0.1,332.43
45,1,03:40,6.74,-7.16,29.58,46.29,-93.65,0.13,0.13,0.13,-0.1,307.67
45,1,03:50,6.97,-8.27,29.41,46.26,-96.84,1.29,1.29,1.29,-0.12,308.59
45,1,04:00,8.34,-6.12,29.51,46.17,-106.16,3.41,3.41,3.41,-0.12,404.18
45,1,04:10,8.16,-5.36,29.59,46.17,-106.16,4.06,4.06,4.06,-0.1,383.02
45,1,04:20,8.99,-3.51,29.64,46.21,-106.16,6.42,6.42,6.42,-0.1,402.95
45,1,04:30,9.53,1.29,29.86,46.39,-106.16,7.82,7.82,7.82,-0.13,444.17
45,1,04:40,9.68,0.47,29.95,46.39,-106.16,7.8,7.8,7.8,-0.1,440.29
45,1,04:50,9.82,-0.39,29.94,46.38,-106.18,7.97,7.97,7.97,-0.16,426.94
45,1,05:00,9.76,-0.41,29.93,46.3,-106.19,7.3,7.3,7.3,-0.15,438.13
45,1,05:10,9.54,-0.26,30.06,46.38,-106.19,6.88,6.88,6.88,-0.14,443.77
45,1,05:20,7.78,-1.75,30.09,46.48,-106.19,4.22,4.22,4.22,-0.12,422.28
45,1,05:30,8.38,-0.5,30.09,46.54,-106.19,3.91,3.91,3.91,-0.16,441.57
45,1,05:40,7.12,-1.41,29.98,46.54,-106.19,1.51,1.51,1.51,-0.14,372.16
45,1,05:50,8.21,-7.02,29.65,46.31,-106.19,3.35,3.35,3.35,-0.08,360.59
45,1,06:00,8.25,-7.86,29.59,46.29,-106.19,3.33,3.33,3.33,-0.08,369.92
45,1,06:10,7.31,-7.54,29.56,46.26,-110.83,2.37,2.37,2.37,-0.09,327.41
45,1,06:20,8.95,-8.38,29.46,46.08,-118.69,6.39,6.39,6.39,-0.12,346.26
45,1,06:30,10.88,-7.27,29.1,45.85,-129.55,10.41,10.41,10.41,-0.14,363.05
45,1,06:40,12.64,2.07,29.09,45.66,-131.17,14.05,14.05,14.05,-0.13,407.41
45,1,07:20,12.69,3.52,28.71,45.14,-131.17,12.93,12.93,12.93,-0.13,485.17
45,1,07:30,13.02,3.32,28.56,45.04,-131.17,13.61,13.61,13.61,-0.15,465.28
45,1,07:50,13.09,2.17,28.4,45.05,-131.17,11.92,11.92,11.92,-0.11,564.41
45,1,08:00,13.51,3.09,28.4,45.15,-131.2,11.33,11.33,11.33,-0.14,677.42
45,1,08:10,12.34,1.89,28.39,45.21,-131.21,9.06,9.06,9.06,-0.15,773.71
45,1,08:20,12.8,0.13,28.41,45.35,-131.23,8.45,8.45,8.45,6.82,824.92
45,1,08:30,12.08,-1.5,28.6,45.62,-131.27,7.04,7.04,7.04,131.98,851.58
45,1,08:50,13.08,1.32,29.29,46.05,-131.27,14.01,14.01,14.01,114.08,471.16
45,1,09:00,12.5,2.27,29.68,46.43,-131.27,12.93,12.93,12.93,71.21,510.64
45,1,09:10,12.74,1.02,30.07,46.63,-131.27,11.35,11.35,11.35,46.2,612.9
45,1,09:20,12.54,-0.12,30.27,46.9,-131.27,13.01,13.01,13.01,15.75,478.82
45,1,09:30,12.02,1.22,30.55,47.24,-131.27,5.45,5.45,5.45,77.67,1037.95
45,1,09:50,11.33,9.44,31.32,48.56,-131.27,4.43,4.43,4.43,102.24,1287.13
45,1,10:00,11.67,5.33,31.61,49.15,-124.76,5.86,5.86,5.86,99.69,1068.57
45,1,10:10,11.58,-0.32,31.97,49.39,-118.71,1.55,1.55,1.55,87.01,1199.38
45,1,10:20,10.66,-1.52,32.13,49.65,-118.69,0.04,0.04,0.04,53.21,1101.81
45,1,10:30,9.75,-1.76,32.36,50,-118.69,0.03,0.03,0.02,8.15,894.8
45,1,10:40,9.17,3.98,32.52,50.61,-113.42,0.02,0.02,0.02,-17.85,886.83
45,1,10:50,10.06,-3.18,32.75,50.86,-106.16,0.01,0.01,0.01,-46.27,907.41
45,1,11:00,8.99,1.61,32.96,51.16,-101.63,0.02,0.02,0.02,-96.3,835.2
45,1,11:10,7.69,-1.98,33.1,51.47,-95.85,0.04,0.04,0.04,-138.04,560.28
45,1,11:20,8.58,6.42,33.28,51.85,-98.24,0.04,0.04,0.04,-296.98,853.79
45,1,11:30,8.53,6.18,33.54,52.15,-93.42,0.04,0.04,0.04,-262.1,777.61
45,1,11:40,7.46,6.73,33.71,52.37,-86.25,0.02,0.02,0.02,-213.24,591.01
45,1,11:50,8.07,4.98,34.04,52.75,-65.02,0.03,0.02,0.02,-266.21,731.37
45,1,12:00,6.69,-5.44,34.22,52.69,-66.74,0.02,0.02,0.02,-128.71,405.66
45,1,12:10,7.13,7.51,34.38,52.98,-73.9,0.01,0.01,0.01,-89.05,574.99
45,1,12:20,7.78,-5.47,34.5,52.93,-73.68,0.02,0.02,0.02,-55.71,531.01
45,1,12:30,7.3,-3.85,34.73,52.97,-73.68,0.02,0.02,0.02,-111.05,455.13
45,1,12:40,7.02,1.42,34.8,53.21,-64.54,0.02,0.02,0.03,-144.05,493.19
45,1,12:50,7.86,-4.43,35.07,53.18,-61.06,0.06,0.06,0.07,-104.54,544.77
45,1,13:00,7.18,3.72,35.29,53.47,-61.01,0.04,0.04,0.04,-118.79,614.82
45,1,13:10,6.92,0.65,35.31,53.52,-61.32,0.02,0.02,0.02,-116.3,454.12
45,1,13:20,6.25,2.92,35.36,53.59,-68.25,0.05,0.05,0.05,-92.84,420.32
45,1,13:30,7.1,3.78,35.46,53.83,-57.85,0.02,0.02,0.02,-90.49,598.67
45,1,13:40,6.04,-8.93,35.58,53.7,-49.53,0.01,0.01,0.01,-138.41,233.93
45,1,13:50,7.24,3.15,35.72,53.97,-58.25,0.01,0.01,0.01,-331.53,538.11
45,1,14:00,6.28,0.25,35.84,53.97,-46.13,0.01,0.01,0.01,-240.25,347.93
45,1,14:10,4.77,-9.08,35.95,53.8,-82.23,0.01,0.01,0.01,-96.64,128.31
45,1,14:20,3.83,8.19,36.18,53.93,-58.61,0.01,0.01,0.01,-92.31,117.2
45,1,14:30,6.16,-4.73,36.41,54.14,-39.73,0.01,0.01,0.01,-257.3,291.32
45,1,14:40,4.86,4.12,36.44,54.1,-33.15,0.01,0.01,0.01,-103.33,201.8
45,1,14:50,5.28,-12.09,36.47,54.18,-28.24,0.01,0.01,0.01,-126.54,185.6
45,1,15:00,4.49,-8,36.54,54.11,-44.58,0.83,0.82,0.83,-79.56,94.99
45,1,15:10,5.23,-0.88,36.76,54.22,-62.3,0.01,0.01,0.01,-177.46,217.21
45,1,15:20,5.36,6.29,36.81,54.27,-48.14,0.01,0.01,0.01,-193.37,349.84
45,1,15:30,5.92,-6.28,36.88,54.35,-33.47,0.01,0.01,0.01,-128.71,231.11
45,1,15:40,4.79,0.54,36.99,54.27,-62.31,0.01,0.01,0.01,-97,169.14
45,1,15:50,6.18,2.62,37.05,54.39,-51.98,0.02,0.02,0.01,-164.37,394.39
45,1,16:00,6.84,7.06,37.07,54.79,-45.49,0.01,0.01,0.01,-247.34,529.99
45,1,16:10,3.94,-4.55,36.99,54.56,-53.39,1.33,1.33,1.33,-44.72,51.2
45,1,16:20,4.25,-3.6,37.17,54.54,-93.19,0.01,0.01,0.01,-91.4,125.94
45,1,16:30,5.04,2.6,37.27,54.78,-68.5,0.01,0.01,0.01,-182.12,248.6
45,1,16:40,4.01,2.43,37.3,54.6,-58.76,0.01,0.01,0.01,-90.82,122.09
45,1,16:50,4.32,-11,37.45,54.61,-79.74,0.01,0.01,0.01,-47.97,81.22
45,1,17:00,4.48,10.65,37.29,54.58,-65.87,0.01,0.01,0.01,-167.65,215.76
45,1,17:10,3.38,0.23,37.29,54.68,-29.14,0.01,0.01,0.01,-36.15,57.01
45,1,17:20,4.1,-5.26,37.31,54.55,-69.03,0.9,0.9,0.89,-22.48,79.78
45,1,17:30,5.25,4.92,37.23,54.65,-24.55,0.01,0.01,0.01,-137.61,228.42
45,1,17:40,3.42,-7.31,36.86,54.13,-43.11,1.16,1.16,1.16,-18.27,34.06
45,1,17:50,4.72,4.99,36.75,54.11,-39.64,0.01,0.01,0.01,-73.38,161.69
45,1,18:00,3.31,2.51,36.76,53.94,-44.92,0.01,0.01,0.01,-20,70.52
45,1,18:10,4.03,-0.57,36.89,53.97,-20.65,0.01,0.01,0.01,-58.49,96.59
45,1,18:20,5.4,-3.15,37.11,54.05,-33.11,0.01,0.01,0.01,-125.99,218.27
45,1,18:30,5.04,2.2,37.21,54.07,-31.19,0.01,0.01,0.01,-93.21,191.14
45,1,18:40,4.77,7.64,37.17,53.99,-25.57,0.01,0.01,0.01,-67.01,200.55
45,1,18:50,3.92,-2.13,37.08,53.9,-15.26,1.33,1.33,1.32,-14.45,51.04
45,1,19:00,5.37,-8.58,37.12,53.87,-38.96,0.47,0.47,0.47,-43.91,162.76
45,1,19:10,5.19,1.25,37.07,53.73,-50.7,0.01,0.01,0.01,-54.55,224.35
45,1,19:20,4.58,0.35,36.85,53.58,-41.08,0.02,0.02,0.02,-15.82,135.57
45,1,19:30,4.65,-6.82,36.78,53.39,-43.83,0.02,0.02,0.02,-24.43,123.99
45,1,19:40,5.18,-0.69,36.58,53.24,-61.83,0.02,0.02,0.02,-54.88,219.67
45,1,19:50,5.11,4.65,36.27,53.2,-52.51,0.02,0.02,0.02,-25.16,200.37
45,1,20:00,7.75,-10.48,36.07,52.97,-63.2,1.81,1.81,1.81,2.96,239.15
45,1,20:10,12.3,-4.83,35.24,52.69,-104.42,1.1,1.1,1.1,93.24,1278.34
45,1,20:20,11.2,-2.51,34.64,52.21,-104.43,0.29,0.29,0.29,49.81,1154.13
45,1,20:30,11.65,-0.22,34.27,52.13,-104.43,0.03,0.03,0.03,52,1279.13
45,1,20:40,11.04,0.41,33.99,52.01,-104.43,0.17,0.17,0.17,67.44,1181.36
45,1,20:50,12.13,-0.76,33.83,51.93,-104.42,1.15,1.15,1.15,129.31,1318.1
45,1,21:00,10.8,-1.9,33.67,51.85,-104.42,0.04,0.03,0.03,142.37,1106.41
45,1,21:20,12.74,-6.49,32.67,51.1,-116.72,13.29,13.29,13.29,75.28,379.52
45,1,21:40,13.34,-4.62,31.55,49.98,-117,10.31,10.31,10.31,32.8,667.21
45,1,21:50,12.87,-6.35,30.99,49.42,-117.03,8.54,8.54,8.54,38.44,726.18
45,1,22:20,13.35,-0.49,29.81,47.98,-129.58,12.86,12.86,12.86,0.71,519.79
45,1,22:30,11.89,-4.21,29.44,47.37,-129.58,10.8,10.8,10.8,10.97,463.03
45,1,22:50,11.1,-3.58,29.16,47.23,-129.64,3.82,3.82,3.82,52.99,922.88
45,1,23:00,12.21,-1.64,29,47.18,-129.65,5,5,5,18.69,1098.1
45,1,23:10,11.13,2.55,28.86,47.23,-129.65,5.35,5.35,5.35,22.19,950.48
45,1,23:20,9.93,5.7,28.6,47.29,-129.65,4.94,4.94,4.94,27.41,851.38
45,1,23:30,11.71,3.64,28.41,47.24,-129.65,6.19,6.19,6.19,67.6,1030.06
45,1,23:40,9.94,3.15,28.27,47.06,-129.65,3.15,3.15,3.15,31.56,905.37
45,1,23:50,9.6,2.62,27.78,47.02,-129.65,1.19,1.19,1.19,12.43,850.09
45,2,00:00,8.56,0.49,27.63,46.84,-129.65,1.36,1.36,1.36,35.2,644.51
45,2,00:10,7.38,4.74,27.41,46.76,-129.65,0.87,0.87,0.87,29.48,551.47
45,2,00:20,2.64,7.85,26.57,46.17,-115.91,0.02,0.02,0.02,3.23,39.27
45,2,00:30,2.61,-11.81,26.53,45.31,-104.57,84.41,84.43,84.4,-0.3,-0.3
45,2,00:40,3.21,4.57,27.44,46.64,-108.74,62.34,62.34,62.33,-0.3,-0.31
